id,borrower_id,loan_id,note_type,visit_date,note_text,field_agent_name,nlp_analysis_status
69,45,,initial_visit,2025-10-29,"Observasi bisnis Jualan Sayur (Vegetable Vendor). Usaha terlihat ramai dengan pelanggan tetap. Ibu Rahayu menjelaskan omzet harian sekitar Rp 59,908 tergantung hari. Modal kerja harian sekitar Rp 718,892 untuk beli bahan baku dan stok. Tempat usaha milik sendiri. Peralatan usaha dalam kondisi baik.",Bapak Diana Nasyidah,pending
70,46,,initial_visit,2025-09-08,"Observasi bisnis Usaha Catering Rumahan (Home Catering). Usaha terlihat sepi tapi stabil. Ibu Indah menjelaskan omzet harian sekitar Rp 132,709 tergantung hari. Modal kerja harian sekitar Rp 1,592,502 untuk beli bahan baku dan stok. Tempat usaha milik sendiri. Peralatan usaha dalam kondisi baik.",Bapak Cornelia Wastuti,pending
71,47,,business_observation,2025-09-20,"Observasi bisnis Usaha Catering Rumahan (Home Catering). Usaha terlihat sepi tapi stabil. Ibu Vicky menjelaskan omzet harian sekitar Rp 100,044 tergantung hari. Modal kerja harian sekitar Rp 1,200,528 untuk beli bahan baku dan stok. Tempat usaha milik sendiri. Peralatan usaha dalam kondisi baik.","Ibu Dr. Cengkal Yolanda, S.Farm",pending
72,48,,initial_visit,2025-08-22,"Kunjungan ke usaha Usaha Catering Rumahan (Home Catering) milik Ibu Cinta Anggriawan. Usaha terletak di Desa Cipanas Majalengka. Ibu Cinta menceritakan penghasilan sekitar Rp 3,864,981 per bulan atau sekitar Rp 128,833 per hari. Sudah menjalankan usaha selama 8.8 tahun. Belum punya catatan keuangan yang rapi. Sikap kooperatif dan terbuka menceritakan kondisi usaha.",Bapak Kayun Marbun,pending
73,49,,follow_up,2025-11-14,"Observasi bisnis Usaha Catering Rumahan (Home Catering). Usaha terlihat ramai dengan pelanggan tetap. Ibu Hamima menjelaskan omzet harian sekitar Rp 117,323 tergantung hari. Modal kerja harian sekitar Rp 1,407,871 untuk beli bahan baku dan stok. Sewa tempat bulanan. Peralatan usaha dalam kondisi baik.","Ibu Emil Padmasari, S.E.I",pending
74,49,,initial_visit,2025-11-05,"Kunjungan ke usaha Usaha Catering Rumahan (Home Catering) milik Ibu Hamima Lazuardi. Usaha terletak di Desa Bojongsoang Cianjur. Ibu Hamima menceritakan penghasilan sekitar Rp 3,519,677 per bulan atau sekitar Rp 117,323 per hari. Sudah menjalankan usaha selama 13.5 tahun. Belum punya catatan keuangan yang rapi. Sikap kooperatif dan terbuka menceritakan kondisi usaha.",Bapak Kunthara Lestari,pending
75,50,,initial_visit,2025-09-26,Pertemuan dengan Ibu Tina di rumah yang juga jadi tempat usaha Usaha Catering Rumahan (Home Catering). Rumah sederhana ukuran 6x8 meter dinding tembok setengah bata. Usaha sudah berjalan 0.7 tahun dengan pelanggan yang lumayan stabil. Pendidikan SMA bisa baca tulis dan hitung dengan baik. Agak tertutup tapi mau bekerja sama saat wawancara.,Ibu Rudi Laksita,pending
76,50,,initial_visit,2025-09-05,"Kunjungan ke usaha Usaha Catering Rumahan (Home Catering) milik Ibu Tina Riyanti. Usaha terletak di Desa Sindanglaya Cianjur. Ibu Tina menceritakan penghasilan sekitar Rp 5,825,562 per bulan atau sekitar Rp 194,185 per hari. Sudah menjalankan usaha selama 0.7 tahun. Sudah punya buku catatan sederhana. Sikap kooperatif dan terbuka menceritakan kondisi usaha.","Ibu Banara Nainggolan, S.Sos",pending
77,51,,business_observation,2025-11-12,"Kunjungan ke usaha Usaha Catering Rumahan (Home Catering) milik Ibu Unjani Narpati. Usaha terletak di Desa Cikalong Majalengka. Ibu Unjani menceritakan penghasilan sekitar Rp 5,089,982 per bulan atau sekitar Rp 169,666 per hari. Sudah menjalankan usaha selama 10.5 tahun. Sudah punya buku catatan sederhana. Sikap kooperatif dan terbuka menceritakan kondisi usaha.",Bapak Laras Yolanda,pending
78,52,,follow_up,2025-11-12,"Observasi bisnis Salon Rumahan (Home Salon). Usaha terlihat sepi tapi stabil. Ibu Shania menjelaskan omzet harian sekitar Rp 105,400 tergantung hari. Modal kerja harian sekitar Rp 1,264,797 untuk beli bahan baku dan stok. Sewa tempat bulanan. Peralatan usaha ada yang perlu diganti.","Bapak Gina Mangunsong, M.Farm",pending
79,52,,follow_up,2025-09-18,Pertemuan dengan Ibu Shania di rumah yang juga jadi tempat usaha Salon Rumahan (Home Salon). Rumah sederhana ukuran 6x8 meter dinding tembok setengah bata. Usaha sudah berjalan 13.2 tahun dengan pelanggan tetap dan loyal. Pendidikan SMA bisa baca tulis dan hitung dengan baik. Transparan dan kooperatif saat wawancara.,"Bapak Carla Santoso, S.Kom",pending
80,53,,initial_visit,2025-10-12,"Observasi bisnis Salon Rumahan (Home Salon). Usaha terlihat ramai dengan pelanggan tetap. Ibu Padma menjelaskan omzet harian sekitar Rp 88,041 tergantung hari. Modal kerja harian sekitar Rp 1,056,487 untuk beli bahan baku dan stok. Tempat usaha milik sendiri. Peralatan usaha dalam kondisi baik.",Ibu Ajiono Usada,pending
81,54,,business_observation,2025-09-08,Pertemuan dengan Ibu Anita di rumah yang juga jadi tempat usaha Salon Rumahan (Home Salon). Rumah cukup layak dengan kondisi terawat. Usaha sudah berjalan 12.1 tahun dengan pelanggan yang lumayan stabil. Pendidikan SMA bisa baca tulis dan hitung dengan baik. Agak tertutup tapi mau bekerja sama saat wawancara.,"Bapak Oni Tamba, S.Farm",pending
82,54,,follow_up,2025-09-02,"Kunjungan ke usaha Salon Rumahan (Home Salon) milik Ibu Anita Ardianto. Usaha terletak di Desa Sindanglaya Majalengka. Ibu Anita menceritakan penghasilan sekitar Rp 3,925,189 per bulan atau sekitar Rp 130,840 per hari. Sudah menjalankan usaha selama 12.1 tahun. Belum punya catatan keuangan yang rapi. Sikap kooperatif dan terbuka menceritakan kondisi usaha.",Bapak Pangeran Dabukke,pending
83,55,,initial_visit,2025-11-05,Pertemuan dengan Ibu Puti di rumah yang juga jadi tempat usaha Salon Rumahan (Home Salon). Rumah cukup layak dengan kondisi terawat. Usaha sudah berjalan 9.8 tahun dengan pelanggan yang lumayan stabil. Pendidikan SMA bisa baca tulis dan hitung dengan baik. Transparan dan kooperatif saat wawancara.,Ibu Waluyo Riyanti,pending
84,56,,follow_up,2025-08-25,Pertemuan dengan Ibu Padmi di rumah yang juga jadi tempat usaha Salon Rumahan (Home Salon). Rumah cukup layak dengan kondisi terawat. Usaha sudah berjalan 6.5 tahun dengan pelanggan yang lumayan stabil. Pendidikan D3 bisa baca tulis dan hitung dengan baik. Agak tertutup tapi mau bekerja sama saat wawancara.,Ibu Pardi Safitri,pending
85,57,,initial_visit,2025-11-10,"Kunjungan ke usaha Toko Pulsa & Aksesoris HP (Mobile Shop) milik Ibu Samiah Iswahyudi. Usaha terletak di Desa Cikalong Sumedang. Ibu Samiah menceritakan penghasilan sekitar Rp 3,556,947 per bulan atau sekitar Rp 118,565 per hari. Sudah menjalankan usaha selama 1.3 tahun. Sudah punya buku catatan sederhana. Sikap kooperatif dan terbuka menceritakan kondisi usaha.","Ibu R.A. Laras Nasyiah, S.Gz",pending
86,57,,initial_visit,2025-11-12,Pertemuan dengan Ibu Samiah di rumah yang juga jadi tempat usaha Toko Pulsa & Aksesoris HP (Mobile Shop). Rumah cukup layak dengan kondisi terawat. Usaha sudah berjalan 1.3 tahun dengan pelanggan yang lumayan stabil. Pendidikan SD bisa baca tulis dasar. Transparan dan kooperatif saat wawancara.,Ibu Hj. Tira Agustina,pending
87,58,,follow_up,2025-08-25,Pertemuan dengan Ibu Zelaya di rumah yang juga jadi tempat usaha Toko Pulsa & Aksesoris HP (Mobile Shop). Rumah sederhana ukuran 6x8 meter dinding tembok setengah bata. Usaha sudah berjalan 2.7 tahun dengan pelanggan tetap dan loyal. Pendidikan SMA bisa baca tulis dan hitung dengan baik. Agak tertutup tapi mau bekerja sama saat wawancara.,Bapak Dt. Muni Wibowo,pending
88,58,,initial_visit,2025-10-18,Pertemuan dengan Ibu Zelaya di rumah yang juga jadi tempat usaha Toko Pulsa & Aksesoris HP (Mobile Shop). Rumah sederhana ukuran 6x8 meter dinding tembok setengah bata. Usaha sudah berjalan 2.7 tahun dengan pelanggan tetap dan loyal. Pendidikan SMA bisa baca tulis dan hitung dengan baik. Transparan dan kooperatif saat wawancara.,Bapak Samsul Maulana,pending
89,59,,business_observation,2025-09-07,"Kunjungan ke usaha Toko Pulsa & Aksesoris HP (Mobile Shop) milik Ibu Ophelia Damanik. Usaha terletak di Desa Cikalong Garut. Ibu Ophelia menceritakan penghasilan sekitar Rp 2,508,248 per bulan atau sekitar Rp 83,608 per hari. Sudah menjalankan usaha selama 0.9 tahun. Sudah punya buku catatan sederhana. Sikap kooperatif dan terbuka menceritakan kondisi usaha.",Bapak Pangeran Suryono,pending
90,60,,business_observation,2025-11-08,"Observasi bisnis Toko Pulsa & Aksesoris HP (Mobile Shop). Usaha terlihat sepi tapi stabil. Ibu Maimunah menjelaskan omzet harian sekitar Rp 128,403 tergantung hari. Modal kerja harian sekitar Rp 1,540,831 untuk beli bahan baku dan stok. Tempat usaha milik sendiri. Peralatan usaha ada yang perlu diganti.",Ibu drg. Simon Nugroho,pending
91,61,,follow_up,2025-11-04,Pertemuan dengan Ibu Yuliana di rumah yang juga jadi tempat usaha Warung Nasi/Lauk Pauk (Food Stall). Rumah cukup layak dengan kondisi terawat. Usaha sudah berjalan 11.2 tahun dengan pelanggan tetap dan loyal. Pendidikan SMA bisa baca tulis dan hitung dengan baik. Transparan dan kooperatif saat wawancara.,Bapak Ajiono Gunarto,pending
92,62,,initial_visit,2025-10-15,Pertemuan dengan Ibu Diah di rumah yang juga jadi tempat usaha Warung Nasi/Lauk Pauk (Food Stall). Rumah cukup layak dengan kondisi terawat. Usaha sudah berjalan 5.3 tahun dengan pelanggan yang lumayan stabil. Pendidikan SD bisa baca tulis dasar. Transparan dan kooperatif saat wawancara.,Bapak Hardana Mandasari,pending
93,63,,business_observation,2025-10-07,Pertemuan dengan Ibu Indah di rumah yang juga jadi tempat usaha Warung Nasi/Lauk Pauk (Food Stall). Rumah cukup layak dengan kondisi terawat. Usaha sudah berjalan 3.9 tahun dengan pelanggan yang lumayan stabil. Pendidikan D3 bisa baca tulis dan hitung dengan baik. Transparan dan kooperatif saat wawancara.,Ibu Eli Lestari,pending
94,63,,business_observation,2025-10-18,"Kunjungan ke usaha Warung Nasi/Lauk Pauk (Food Stall) milik Ibu Indah Lestari. Usaha terletak di Desa Margahayu Majalengka. Ibu Indah menceritakan penghasilan sekitar Rp 4,193,890 per bulan atau sekitar Rp 139,796 per hari. Sudah menjalankan usaha selama 3.9 tahun. Belum punya catatan keuangan yang rapi. Sikap kooperatif dan terbuka menceritakan kondisi usaha.",Bapak Marwata Kuswandari,pending
95,64,,follow_up,2025-11-14,"Kunjungan ke usaha Warung Nasi/Lauk Pauk (Food Stall) milik Ibu Keisha Hidayat. Usaha terletak di Desa Cikalong Garut. Ibu Keisha menceritakan penghasilan sekitar Rp 4,988,991 per bulan atau sekitar Rp 166,300 per hari. Sudah menjalankan usaha selama 6.4 tahun. Belum punya catatan keuangan yang rapi. Sikap kooperatif dan terbuka menceritakan kondisi usaha.",Ibu Vera Marbun,pending
96,64,,business_observation,2025-11-13,"Observasi bisnis Warung Nasi/Lauk Pauk (Food Stall). Usaha terlihat ramai dengan pelanggan tetap. Ibu Keisha menjelaskan omzet harian sekitar Rp 166,300 tergantung hari. Modal kerja harian sekitar Rp 1,995,596 untuk beli bahan baku dan stok. Tempat usaha milik sendiri. Peralatan usaha dalam kondisi baik.","Bapak Zalindra Rahimah, S.Psi",pending
97,65,,follow_up,2025-10-04,Pertemuan dengan Ibu Indah di rumah yang juga jadi tempat usaha Warung Nasi/Lauk Pauk (Food Stall). Rumah sederhana ukuran 6x8 meter dinding tembok setengah bata. Usaha sudah berjalan 8.4 tahun dengan pelanggan yang lumayan stabil. Pendidikan SMP bisa baca tulis dan hitung dengan baik. Transparan dan kooperatif saat wawancara.,"Ibu Samiah Namaga, M.M.",pending
98,65,,initial_visit,2025-09-03,Pertemuan dengan Ibu Indah di rumah yang juga jadi tempat usaha Warung Nasi/Lauk Pauk (Food Stall). Rumah sederhana ukuran 6x8 meter dinding tembok setengah bata. Usaha sudah berjalan 8.4 tahun dengan pelanggan yang lumayan stabil. Pendidikan SMP bisa baca tulis dan hitung dengan baik. Transparan dan kooperatif saat wawancara.,"Bapak Oliva Nurdiyanti, M.Pd",pending
99,66,,business_observation,2025-09-24,"Kunjungan ke usaha Warung Nasi/Lauk Pauk (Food Stall) milik Ibu Elisa Putra. Usaha terletak di Desa Rancaekek Tasikmalaya. Ibu Elisa menceritakan penghasilan sekitar Rp 3,903,021 per bulan atau sekitar Rp 130,101 per hari. Sudah menjalankan usaha selama 6.3 tahun. Sudah punya buku catatan sederhana. Sikap kooperatif dan terbuka menceritakan kondisi usaha.","Bapak Wakiman Haryanto, M.Ak",pending
100,66,,follow_up,2025-08-31,Pertemuan dengan Ibu Elisa di rumah yang juga jadi tempat usaha Warung Nasi/Lauk Pauk (Food Stall). Rumah cukup layak dengan kondisi terawat. Usaha sudah berjalan 6.3 tahun dengan pelanggan tetap dan loyal. Pendidikan SD bisa baca tulis dasar. Transparan dan kooperatif saat wawancara.,Bapak Vanesa Saputra,pending
101,67,,business_observation,2025-10-14,Pertemuan dengan Ibu Mala di rumah yang juga jadi tempat usaha Warung Nasi/Lauk Pauk (Food Stall). Rumah cukup layak dengan kondisi terawat. Usaha sudah berjalan 0.6 tahun dengan pelanggan tetap dan loyal. Pendidikan SMA bisa baca tulis dan hitung dengan baik. Transparan dan kooperatif saat wawancara.,Ibu Vanesa Mayasari,pending
102,67,,initial_visit,2025-11-14,Pertemuan dengan Ibu Mala di rumah yang juga jadi tempat usaha Warung Nasi/Lauk Pauk (Food Stall). Rumah sederhana ukuran 6x8 meter dinding tembok setengah bata. Usaha sudah berjalan 0.6 tahun dengan pelanggan yang lumayan stabil. Pendidikan SMA bisa baca tulis dan hitung dengan baik. Transparan dan kooperatif saat wawancara.,Bapak Gawati Simbolon,pending
103,68,,initial_visit,2025-10-02,"Kunjungan ke usaha Industri Rumahan Kerupuk (Home Snack Industry) milik Ibu Yance Suwarno. Usaha terletak di Desa Cikalong Cianjur. Ibu Yance menceritakan penghasilan sekitar Rp 2,219,659 per bulan atau sekitar Rp 73,989 per hari. Sudah menjalankan usaha selama 5.5 tahun. Sudah punya buku catatan sederhana. Sikap kooperatif dan terbuka menceritakan kondisi usaha.",Ibu R. Shakila Hartati,pending
104,68,,initial_visit,2025-09-05,"Kunjungan ke usaha Industri Rumahan Kerupuk (Home Snack Industry) milik Ibu Yance Suwarno. Usaha terletak di Desa Cikalong Cianjur. Ibu Yance menceritakan penghasilan sekitar Rp 2,219,659 per bulan atau sekitar Rp 73,989 per hari. Sudah menjalankan usaha selama 5.5 tahun. Sudah punya buku catatan sederhana. Sikap kooperatif dan terbuka menceritakan kondisi usaha.",Bapak Cindy Hasanah,pending
105,69,,initial_visit,2025-10-31,"Observasi bisnis Industri Rumahan Kerupuk (Home Snack Industry). Usaha terlihat sepi tapi stabil. Ibu Olivia menjelaskan omzet harian sekitar Rp 115,252 tergantung hari. Modal kerja harian sekitar Rp 1,383,028 untuk beli bahan baku dan stok. Tempat usaha milik sendiri. Peralatan usaha ada yang perlu diganti.",Ibu Balapati Halimah,pending
106,69,,initial_visit,2025-09-18,Pertemuan dengan Ibu Olivia di rumah yang juga jadi tempat usaha Industri Rumahan Kerupuk (Home Snack Industry). Rumah cukup layak dengan kondisi terawat. Usaha sudah berjalan 13.5 tahun dengan pelanggan yang lumayan stabil. Pendidikan D3 bisa baca tulis dan hitung dengan baik. Transparan dan kooperatif saat wawancara.,Ibu Titin Situmorang,pending
107,70,,business_observation,2025-11-17,"Observasi bisnis Industri Rumahan Kerupuk (Home Snack Industry). Usaha terlihat sepi tapi stabil. Ibu Diah menjelaskan omzet harian sekitar Rp 112,482 tergantung hari. Modal kerja harian sekitar Rp 1,349,779 untuk beli bahan baku dan stok. Tempat usaha milik sendiri. Peralatan usaha dalam kondisi baik.",Ibu Karen Santoso,pending
108,71,,initial_visit,2025-10-07,Pertemuan dengan Ibu Kezia di rumah yang juga jadi tempat usaha Industri Rumahan Kerupuk (Home Snack Industry). Rumah sederhana ukuran 6x8 meter dinding tembok setengah bata. Usaha sudah berjalan 10.0 tahun dengan pelanggan yang lumayan stabil. Pendidikan SD bisa baca tulis dasar. Transparan dan kooperatif saat wawancara.,Ibu Banawi Puspita,pending
109,72,,initial_visit,2025-10-30,"Kunjungan ke usaha Industri Rumahan Kerupuk (Home Snack Industry) milik Ibu Chelsea Pertiwi. Usaha terletak di Desa Margahayu Tasikmalaya. Ibu Chelsea menceritakan penghasilan sekitar Rp 2,344,023 per bulan atau sekitar Rp 78,134 per hari. Sudah menjalankan usaha selama 7.5 tahun. Belum punya catatan keuangan yang rapi. Sikap kooperatif dan terbuka menceritakan kondisi usaha.","Bapak Hj. Hamima Hutapea, S.I.Kom",pending
110,72,,initial_visit,2025-09-09,"Observasi bisnis Industri Rumahan Kerupuk (Home Snack Industry). Usaha terlihat sepi tapi stabil. Ibu Chelsea menjelaskan omzet harian sekitar Rp 78,134 tergantung hari. Modal kerja harian sekitar Rp 937,609 untuk beli bahan baku dan stok. Sewa tempat bulanan. Peralatan usaha dalam kondisi baik.",Ibu Imam Agustina,pending
111,73,,business_observation,2025-11-07,Pertemuan dengan Ibu Endah di rumah yang juga jadi tempat usaha Salon Rumahan (Home Salon). Rumah sederhana ukuran 6x8 meter dinding tembok setengah bata. Usaha sudah berjalan 11.7 tahun dengan pelanggan yang lumayan stabil. Pendidikan SMA bisa baca tulis dan hitung dengan baik. Transparan dan kooperatif saat wawancara.,"Ibu Anastasia Suwarno, S.I.Kom",pending
112,73,,business_observation,2025-09-29,"Observasi bisnis Salon Rumahan (Home Salon). Usaha terlihat sepi tapi stabil. Ibu Endah menjelaskan omzet harian sekitar Rp 112,310 tergantung hari. Modal kerja harian sekitar Rp 1,347,724 untuk beli bahan baku dan stok. Tempat usaha milik sendiri. Peralatan usaha ada yang perlu diganti.",Bapak Kani Wibisono,pending
113,74,,initial_visit,2025-09-01,"Observasi bisnis Jahit Pakaian (Tailoring). Usaha terlihat sepi tapi stabil. Ibu Michelle menjelaskan omzet harian sekitar Rp 83,546 tergantung hari. Modal kerja harian sekitar Rp 1,002,553 untuk beli bahan baku dan stok. Tempat usaha milik sendiri. Peralatan usaha dalam kondisi baik.",Ibu Jatmiko Hidayanto,pending
114,75,,initial_visit,2025-11-08,"Kunjungan ke usaha Jahit Pakaian (Tailoring) milik Ibu Oliva Mardhiyah. Usaha terletak di Desa Rancaekek Majalengka. Ibu Oliva menceritakan penghasilan sekitar Rp 3,772,814 per bulan atau sekitar Rp 125,760 per hari. Sudah menjalankan usaha selama 6.0 tahun. Belum punya catatan keuangan yang rapi. Sikap kooperatif dan terbuka menceritakan kondisi usaha.","Bapak Zamira Andriani, S.Psi",pending
